date,date,symbol,signal,entry_price,stop_loss,take_profit,position_size
2024-09-03 19:40:00,2024-09-03 19:40:00,SPY,-1,,,,0.05
2024-09-03 19:45:00,2024-09-03 19:45:00,SPY,-1,,,,0.05
2024-09-03 19:50:00,2024-09-03 19:50:00,SPY,-1,,,,0.05
2024-09-04 16:00:00,2024-09-04 16:00:00,SPY,-1,,,,0.05
2024-09-05 15:15:00,2024-09-05 15:15:00,SPY,-1,,,,0.05
2024-09-05 15:20:00,2024-09-05 15:20:00,SPY,-1,,,,0.05
2024-09-05 15:25:00,2024-09-05 15:25:00,SPY,-1,,,,0.05
2024-09-05 15:30:00,2024-09-05 15:30:00,SPY,-1,,,,0.05
2024-09-05 15:35:00,2024-09-05 15:35:00,SPY,-1,,,,0.05
2024-09-05 15:40:00,2024-09-05 15:40:00,SPY,-1,,,,0.05
2024-09-05 15:45:00,2024-09-05 15:45:00,SPY,-1,,,,0.05
2024-09-05 15:50:00,2024-09-05 15:50:00,SPY,-1,,,,0.05
2024-09-05 15:55:00,2024-09-05 15:55:00,SPY,-1,,,,0.05
2024-09-05 17:25:00,2024-09-05 17:25:00,SPY,-1,,,,0.05
2024-09-06 14:15:00,2024-09-06 14:15:00,SPY,-1,,,,0.05
2024-09-06 14:20:00,2024-09-06 14:20:00,SPY,-1,,,,0.05
2024-09-06 14:25:00,2024-09-06 14:25:00,SPY,-1,,,,0.05
2024-09-06 14:30:00,2024-09-06 14:30:00,SPY,-1,,,,0.05
2024-09-06 14:35:00,2024-09-06 14:35:00,SPY,-1,,,,0.05
2024-09-06 14:40:00,2024-09-06 14:40:00,SPY,-1,,,,0.05
2024-09-06 14:45:00,2024-09-06 14:45:00,SPY,-1,,,,0.05
2024-09-06 14:50:00,2024-09-06 14:50:00,SPY,-1,,,,0.05
2024-09-06 14:55:00,2024-09-06 14:55:00,SPY,-1,,,,0.05
2024-09-06 15:45:00,2024-09-06 15:45:00,SPY,-1,,,,0.05
2024-09-06 16:15:00,2024-09-06 16:15:00,SPY,-1,,,,0.05
2024-09-06 16:20:00,2024-09-06 16:20:00,SPY,-1,,,,0.05
2024-09-06 16:25:00,2024-09-06 16:25:00,SPY,-1,,,,0.05
2024-09-09 15:10:00,2024-09-09 15:10:00,SPY,-1,,,,0.05
2024-09-09 18:10:00,2024-09-09 18:10:00,SPY,-1,,,,0.05
2024-09-09 18:30:00,2024-09-09 18:30:00,SPY,-1,,,,0.05
2024-09-09 18:35:00,2024-09-09 18:35:00,SPY,-1,,,,0.05
2024-09-10 15:50:00,2024-09-10 15:50:00,SPY,-1,,,,0.05
2024-09-10 15:55:00,2024-09-10 15:55:00,SPY,-1,,,,0.05
2024-09-10 16:00:00,2024-09-10 16:00:00,SPY,-1,,,,0.05
2024-09-10 16:05:00,2024-09-10 16:05:00,SPY,-1,,,,0.05
2024-09-10 16:10:00,2024-09-10 16:10:00,SPY,-1,,,,0.05
2024-09-10 16:15:00,2024-09-10 16:15:00,SPY,-1,,,,0.05
2024-09-10 16:25:00,2024-09-10 16:25:00,SPY,-1,,,,0.05
2024-09-11 13:35:00,2024-09-11 13:35:00,SPY,-1,,,,0.05
2024-09-11 13:40:00,2024-09-11 13:40:00,SPY,-1,,,,0.05
2024-09-11 13:45:00,2024-09-11 13:45:00,SPY,-1,,,,0.05
2024-09-11 13:50:00,2024-09-11 13:50:00,SPY,-1,,,,0.05
2024-09-11 13:55:00,2024-09-11 13:55:00,SPY,-1,,,,0.05
2024-09-11 14:00:00,2024-09-11 14:00:00,SPY,-1,,,,0.05
2024-09-11 14:05:00,2024-09-11 14:05:00,SPY,-1,,,,0.05
2024-09-11 14:10:00,2024-09-11 14:10:00,SPY,-1,,,,0.05
2024-09-11 14:15:00,2024-09-11 14:15:00,SPY,-1,,,,0.05
2024-09-11 14:20:00,2024-09-11 14:20:00,SPY,-1,,,,0.05
2024-09-11 14:25:00,2024-09-11 14:25:00,SPY,-1,,,,0.05
2024-09-11 14:30:00,2024-09-11 14:30:00,SPY,-1,,,,0.05
2024-09-11 14:35:00,2024-09-11 14:35:00,SPY,-1,,,,0.05
2024-09-11 14:40:00,2024-09-11 14:40:00,SPY,-1,,,,0.05
2024-09-11 14:45:00,2024-09-11 14:45:00,SPY,-1,,,,0.05
2024-09-11 14:50:00,2024-09-11 14:50:00,SPY,-1,,,,0.05
2024-09-12 15:55:00,2024-09-12 15:55:00,SPY,-1,,,,0.05
2024-09-13 16:25:00,2024-09-13 16:25:00,SPY,-1,,,,0.05
2024-09-13 16:30:00,2024-09-13 16:30:00,SPY,-1,,,,0.05
2024-09-13 16:35:00,2024-09-13 16:35:00,SPY,-1,,,,0.05
2024-09-13 16:40:00,2024-09-13 16:40:00,SPY,-1,,,,0.05
2024-09-13 16:45:00,2024-09-13 16:45:00,SPY,-1,,,,0.05
2024-09-13 18:30:00,2024-09-13 18:30:00,SPY,-1,,,,0.05
2024-09-13 18:35:00,2024-09-13 18:35:00,SPY,-1,,,,0.05
2024-09-13 18:50:00,2024-09-13 18:50:00,SPY,-1,,,,0.05
2024-09-13 18:55:00,2024-09-13 18:55:00,SPY,-1,,,,0.05
2024-09-13 19:00:00,2024-09-13 19:00:00,SPY,-1,,,,0.05
2024-09-16 15:00:00,2024-09-16 15:00:00,SPY,-1,,,,0.05
2024-09-17 15:30:00,2024-09-17 15:30:00,SPY,-1,,,,0.05
2024-09-17 15:50:00,2024-09-17 15:50:00,SPY,-1,,,,0.05
2024-09-17 16:00:00,2024-09-17 16:00:00,SPY,-1,,,,0.05
2024-09-17 16:05:00,2024-09-17 16:05:00,SPY,-1,,,,0.05
2024-09-17 16:10:00,2024-09-17 16:10:00,SPY,-1,,,,0.05
2024-09-17 16:15:00,2024-09-17 16:15:00,SPY,-1,,,,0.05
2024-09-17 16:20:00,2024-09-17 16:20:00,SPY,-1,,,,0.05
2024-09-17 16:25:00,2024-09-17 16:25:00,SPY,-1,,,,0.05
2024-09-17 16:30:00,2024-09-17 16:30:00,SPY,-1,,,,0.05
2024-09-17 16:35:00,2024-09-17 16:35:00,SPY,-1,,,,0.05
2024-09-17 16:40:00,2024-09-17 16:40:00,SPY,-1,,,,0.05
2024-09-17 16:45:00,2024-09-17 16:45:00,SPY,-1,,,,0.05
2024-09-17 16:50:00,2024-09-17 16:50:00,SPY,-1,,,,0.05
2024-09-17 16:55:00,2024-09-17 16:55:00,SPY,-1,,,,0.05
2024-09-17 17:00:00,2024-09-17 17:00:00,SPY,-1,,,,0.05
2024-09-17 17:10:00,2024-09-17 17:10:00,SPY,-1,,,,0.05
2024-09-18 15:45:00,2024-09-18 15:45:00,SPY,-1,,,,0.05
2024-09-18 15:50:00,2024-09-18 15:50:00,SPY,-1,,,,0.05
2024-09-18 15:55:00,2024-09-18 15:55:00,SPY,-1,,,,0.05
2024-09-18 16:00:00,2024-09-18 16:00:00,SPY,-1,,,,0.05
2024-09-18 19:55:00,2024-09-18 19:55:00,SPY,-1,,,,0.05
2024-09-20 13:30:00,2024-09-20 13:30:00,SPY,-1,,,,0.05
2024-09-20 13:35:00,2024-09-20 13:35:00,SPY,-1,,,,0.05
2024-09-20 13:40:00,2024-09-20 13:40:00,SPY,-1,,,,0.05
2024-09-20 13:45:00,2024-09-20 13:45:00,SPY,-1,,,,0.05
2024-09-20 13:50:00,2024-09-20 13:50:00,SPY,-1,,,,0.05
2024-09-20 13:55:00,2024-09-20 13:55:00,SPY,-1,,,,0.05
2024-09-20 14:00:00,2024-09-20 14:00:00,SPY,-1,,,,0.05
2024-09-20 14:05:00,2024-09-20 14:05:00,SPY,-1,,,,0.05
2024-09-20 14:10:00,2024-09-20 14:10:00,SPY,-1,,,,0.05
2024-09-20 15:05:00,2024-09-20 15:05:00,SPY,-1,,,,0.05
2024-09-20 15:10:00,2024-09-20 15:10:00,SPY,-1,,,,0.05
2024-09-20 15:15:00,2024-09-20 15:15:00,SPY,-1,,,,0.05
2024-09-20 15:20:00,2024-09-20 15:20:00,SPY,-1,,,,0.05
2024-09-20 15:25:00,2024-09-20 15:25:00,SPY,-1,,,,0.05
2024-09-20 18:00:00,2024-09-20 18:00:00,SPY,-1,,,,0.05
2024-09-20 18:05:00,2024-09-20 18:05:00,SPY,-1,,,,0.05
2024-09-20 18:10:00,2024-09-20 18:10:00,SPY,-1,,,,0.05
2024-09-20 18:15:00,2024-09-20 18:15:00,SPY,-1,,,,0.05
2024-09-20 18:20:00,2024-09-20 18:20:00,SPY,-1,,,,0.05
2024-09-20 18:25:00,2024-09-20 18:25:00,SPY,-1,,,,0.05
2024-09-20 18:30:00,2024-09-20 18:30:00,SPY,-1,,,,0.05
2024-09-20 18:35:00,2024-09-20 18:35:00,SPY,-1,,,,0.05
2024-09-20 18:40:00,2024-09-20 18:40:00,SPY,-1,,,,0.05
2024-09-23 16:15:00,2024-09-23 16:15:00,SPY,-1,,,,0.05
2024-09-23 16:20:00,2024-09-23 16:20:00,SPY,-1,,,,0.05
2024-09-23 16:25:00,2024-09-23 16:25:00,SPY,-1,,,,0.05
2024-09-23 16:35:00,2024-09-23 16:35:00,SPY,-1,,,,0.05
2024-09-23 16:40:00,2024-09-23 16:40:00,SPY,-1,,,,0.05
2024-09-24 18:25:00,2024-09-24 18:25:00,SPY,-1,,,,0.05
2024-09-25 14:45:00,2024-09-25 14:45:00,SPY,-1,,,,0.05
2024-09-25 16:40:00,2024-09-25 16:40:00,SPY,-1,,,,0.05
2024-09-25 16:45:00,2024-09-25 16:45:00,SPY,-1,,,,0.05
2024-09-25 17:05:00,2024-09-25 17:05:00,SPY,-1,,,,0.05
2024-09-25 17:10:00,2024-09-25 17:10:00,SPY,-1,,,,0.05
2024-09-25 17:35:00,2024-09-25 17:35:00,SPY,-1,,,,0.05
2024-09-25 19:35:00,2024-09-25 19:35:00,SPY,-1,,,,0.05
2024-09-26 15:20:00,2024-09-26 15:20:00,SPY,-1,,,,0.05
2024-09-27 15:20:00,2024-09-27 15:20:00,SPY,-1,,,,0.05
2024-09-27 15:35:00,2024-09-27 15:35:00,SPY,-1,,,,0.05
2024-09-27 16:10:00,2024-09-27 16:10:00,SPY,-1,,,,0.05
2024-09-27 16:15:00,2024-09-27 16:15:00,SPY,-1,,,,0.05
2024-09-27 16:20:00,2024-09-27 16:20:00,SPY,-1,,,,0.05
2024-09-27 16:25:00,2024-09-27 16:25:00,SPY,-1,,,,0.05
2024-09-27 18:30:00,2024-09-27 18:30:00,SPY,-1,,,,0.05
2024-09-27 18:35:00,2024-09-27 18:35:00,SPY,-1,,,,0.05
2024-09-27 18:40:00,2024-09-27 18:40:00,SPY,-1,,,,0.05
2024-09-30 16:55:00,2024-09-30 16:55:00,SPY,-1,,,,0.05
2024-09-30 17:00:00,2024-09-30 17:00:00,SPY,-1,,,,0.05
2024-09-30 17:05:00,2024-09-30 17:05:00,SPY,-1,,,,0.05
2024-09-30 17:10:00,2024-09-30 17:10:00,SPY,-1,,,,0.05
2024-09-30 18:15:00,2024-09-30 18:15:00,SPY,-1,,,,0.05
2024-09-30 18:20:00,2024-09-30 18:20:00,SPY,-1,,,,0.05
2024-10-01 16:45:00,2024-10-01 16:45:00,SPY,-1,,,,0.05
2024-10-01 19:40:00,2024-10-01 19:40:00,SPY,-1,,,,0.05
2024-10-01 19:45:00,2024-10-01 19:45:00,SPY,-1,,,,0.05
2024-10-01 19:50:00,2024-10-01 19:50:00,SPY,-1,,,,0.05
2024-10-01 19:55:00,2024-10-01 19:55:00,SPY,-1,,,,0.05
2024-10-02 13:30:00,2024-10-02 13:30:00,SPY,-1,,,,0.05
2024-10-02 13:35:00,2024-10-02 13:35:00,SPY,-1,,,,0.05
2024-10-02 13:40:00,2024-10-02 13:40:00,SPY,-1,,,,0.05
2024-10-02 16:55:00,2024-10-02 16:55:00,SPY,-1,,,,0.05
2024-10-02 17:05:00,2024-10-02 17:05:00,SPY,-1,,,,0.05
2024-10-02 17:10:00,2024-10-02 17:10:00,SPY,-1,,,,0.05
2024-10-02 17:20:00,2024-10-02 17:20:00,SPY,-1,,,,0.05
2024-10-03 19:00:00,2024-10-03 19:00:00,SPY,-1,,,,0.05
2024-10-03 19:05:00,2024-10-03 19:05:00,SPY,-1,,,,0.05
2024-10-03 19:10:00,2024-10-03 19:10:00,SPY,-1,,,,0.05
2024-10-03 19:15:00,2024-10-03 19:15:00,SPY,-1,,,,0.05
2024-10-07 15:00:00,2024-10-07 15:00:00,SPY,-1,,,,0.05
2024-10-07 16:00:00,2024-10-07 16:00:00,SPY,-1,,,,0.05
2024-10-07 16:05:00,2024-10-07 16:05:00,SPY,-1,,,,0.05
2024-10-07 16:10:00,2024-10-07 16:10:00,SPY,-1,,,,0.05
2024-10-07 17:45:00,2024-10-07 17:45:00,SPY,-1,,,,0.05
2024-10-07 17:50:00,2024-10-07 17:50:00,SPY,-1,,,,0.05
2024-10-07 18:00:00,2024-10-07 18:00:00,SPY,-1,,,,0.05
2024-10-07 18:05:00,2024-10-07 18:05:00,SPY,-1,,,,0.05
2024-10-07 18:30:00,2024-10-07 18:30:00,SPY,-1,,,,0.05
2024-10-07 18:35:00,2024-10-07 18:35:00,SPY,-1,,,,0.05
2024-10-07 18:40:00,2024-10-07 18:40:00,SPY,-1,,,,0.05
2024-10-07 18:45:00,2024-10-07 18:45:00,SPY,-1,,,,0.05
2024-10-07 18:50:00,2024-10-07 18:50:00,SPY,-1,,,,0.05
2024-10-07 18:55:00,2024-10-07 18:55:00,SPY,-1,,,,0.05
2024-10-07 19:00:00,2024-10-07 19:00:00,SPY,-1,,,,0.05
2024-10-10 13:45:00,2024-10-10 13:45:00,SPY,-1,,,,0.05
2024-10-10 14:50:00,2024-10-10 14:50:00,SPY,-1,,,,0.05
2024-10-10 14:55:00,2024-10-10 14:55:00,SPY,-1,,,,0.05
2024-10-10 18:40:00,2024-10-10 18:40:00,SPY,-1,,,,0.05
2024-10-10 18:50:00,2024-10-10 18:50:00,SPY,-1,,,,0.05
2024-10-11 16:45:00,2024-10-11 16:45:00,SPY,-1,,,,0.05
2024-10-11 16:50:00,2024-10-11 16:50:00,SPY,-1,,,,0.05
2024-10-15 14:30:00,2024-10-15 14:30:00,SPY,-1,,,,0.05
2024-10-15 14:35:00,2024-10-15 14:35:00,SPY,-1,,,,0.05
2024-10-15 14:40:00,2024-10-15 14:40:00,SPY,-1,,,,0.05
2024-10-15 14:45:00,2024-10-15 14:45:00,SPY,-1,,,,0.05
2024-10-15 16:00:00,2024-10-15 16:00:00,SPY,-1,,,,0.05
2024-10-15 17:15:00,2024-10-15 17:15:00,SPY,-1,,,,0.05
2024-10-15 17:20:00,2024-10-15 17:20:00,SPY,-1,,,,0.05
2024-10-15 17:25:00,2024-10-15 17:25:00,SPY,-1,,,,0.05
2024-10-15 17:30:00,2024-10-15 17:30:00,SPY,-1,,,,0.05
2024-10-15 19:05:00,2024-10-15 19:05:00,SPY,-1,,,,0.05
2024-10-15 19:10:00,2024-10-15 19:10:00,SPY,-1,,,,0.05
2024-10-15 19:15:00,2024-10-15 19:15:00,SPY,-1,,,,0.05
2024-10-15 19:30:00,2024-10-15 19:30:00,SPY,-1,,,,0.05
2024-10-17 18:05:00,2024-10-17 18:05:00,SPY,-1,,,,0.05
2024-10-17 18:15:00,2024-10-17 18:15:00,SPY,-1,,,,0.05
2024-10-17 18:20:00,2024-10-17 18:20:00,SPY,-1,,,,0.05
2024-10-17 18:25:00,2024-10-17 18:25:00,SPY,-1,,,,0.05
2024-10-17 18:30:00,2024-10-17 18:30:00,SPY,-1,,,,0.05
2024-10-17 18:35:00,2024-10-17 18:35:00,SPY,-1,,,,0.05
2024-10-17 18:40:00,2024-10-17 18:40:00,SPY,-1,,,,0.05
2024-10-17 19:55:00,2024-10-17 19:55:00,SPY,-1,,,,0.05
2024-10-21 15:05:00,2024-10-21 15:05:00,SPY,-1,,,,0.05
2024-10-21 15:10:00,2024-10-21 15:10:00,SPY,-1,,,,0.05
2024-10-21 15:15:00,2024-10-21 15:15:00,SPY,-1,,,,0.05
2024-10-21 15:20:00,2024-10-21 15:20:00,SPY,-1,,,,0.05
2024-10-21 15:25:00,2024-10-21 15:25:00,SPY,-1,,,,0.05
2024-10-21 15:30:00,2024-10-21 15:30:00,SPY,-1,,,,0.05
2024-10-21 18:35:00,2024-10-21 18:35:00,SPY,-1,,,,0.05
2024-10-21 18:40:00,2024-10-21 18:40:00,SPY,-1,,,,0.05
2024-10-21 19:00:00,2024-10-21 19:00:00,SPY,-1,,,,0.05
2024-10-22 18:45:00,2024-10-22 18:45:00,SPY,-1,,,,0.05
2024-10-22 18:50:00,2024-10-22 18:50:00,SPY,-1,,,,0.05
2024-10-22 19:00:00,2024-10-22 19:00:00,SPY,-1,,,,0.05
2024-10-23 13:30:00,2024-10-23 13:30:00,SPY,-1,,,,0.05
2024-10-23 13:35:00,2024-10-23 13:35:00,SPY,-1,,,,0.05
2024-10-23 15:10:00,2024-10-23 15:10:00,SPY,-1,,,,0.05
2024-10-23 15:15:00,2024-10-23 15:15:00,SPY,-1,,,,0.05
2024-10-23 15:20:00,2024-10-23 15:20:00,SPY,-1,,,,0.05
2024-10-23 15:25:00,2024-10-23 15:25:00,SPY,-1,,,,0.05
2024-10-23 15:30:00,2024-10-23 15:30:00,SPY,-1,,,,0.05
2024-10-23 16:25:00,2024-10-23 16:25:00,SPY,-1,,,,0.05
2024-10-23 16:30:00,2024-10-23 16:30:00,SPY,-1,,,,0.05
2024-10-23 16:35:00,2024-10-23 16:35:00,SPY,-1,,,,0.05
2024-10-23 16:40:00,2024-10-23 16:40:00,SPY,-1,,,,0.05
2024-10-23 17:10:00,2024-10-23 17:10:00,SPY,-1,,,,0.05
2024-10-23 17:15:00,2024-10-23 17:15:00,SPY,-1,,,,0.05
2024-10-23 17:20:00,2024-10-23 17:20:00,SPY,-1,,,,0.05
2024-10-23 17:30:00,2024-10-23 17:30:00,SPY,-1,,,,0.05
2024-10-23 17:35:00,2024-10-23 17:35:00,SPY,-1,,,,0.05
2024-10-23 17:40:00,2024-10-23 17:40:00,SPY,-1,,,,0.05
2024-10-23 18:10:00,2024-10-23 18:10:00,SPY,-1,,,,0.05
2024-10-23 18:15:00,2024-10-23 18:15:00,SPY,-1,,,,0.05
2024-10-24 15:45:00,2024-10-24 15:45:00,SPY,-1,,,,0.05
2024-10-25 15:15:00,2024-10-25 15:15:00,SPY,-1,,,,0.05
2024-10-25 15:20:00,2024-10-25 15:20:00,SPY,-1,,,,0.05
2024-10-25 15:25:00,2024-10-25 15:25:00,SPY,-1,,,,0.05
2024-10-25 15:30:00,2024-10-25 15:30:00,SPY,-1,,,,0.05
2024-10-25 15:35:00,2024-10-25 15:35:00,SPY,-1,,,,0.05
2024-10-25 15:40:00,2024-10-25 15:40:00,SPY,-1,,,,0.05
2024-10-25 15:45:00,2024-10-25 15:45:00,SPY,-1,,,,0.05
2024-10-25 15:50:00,2024-10-25 15:50:00,SPY,-1,,,,0.05
2024-10-25 17:10:00,2024-10-25 17:10:00,SPY,-1,,,,0.05
2024-10-25 17:15:00,2024-10-25 17:15:00,SPY,-1,,,,0.05
2024-10-25 17:20:00,2024-10-25 17:20:00,SPY,-1,,,,0.05
2024-10-25 17:25:00,2024-10-25 17:25:00,SPY,-1,,,,0.05
2024-10-25 17:30:00,2024-10-25 17:30:00,SPY,-1,,,,0.05
2024-10-25 17:35:00,2024-10-25 17:35:00,SPY,-1,,,,0.05
2024-10-25 17:40:00,2024-10-25 17:40:00,SPY,-1,,,,0.05
2024-10-28 15:55:00,2024-10-28 15:55:00,SPY,-1,,,,0.05
2024-10-28 16:00:00,2024-10-28 16:00:00,SPY,-1,,,,0.05
2024-10-29 13:30:00,2024-10-29 13:30:00,SPY,-1,,,,0.05
2024-10-29 13:35:00,2024-10-29 13:35:00,SPY,-1,,,,0.05
2024-10-29 13:40:00,2024-10-29 13:40:00,SPY,-1,,,,0.05
2024-10-29 13:45:00,2024-10-29 13:45:00,SPY,-1,,,,0.05
2024-10-30 13:45:00,2024-10-30 13:45:00,SPY,-1,,,,0.05
2024-10-30 16:25:00,2024-10-30 16:25:00,SPY,-1,,,,0.05
2024-10-30 16:30:00,2024-10-30 16:30:00,SPY,-1,,,,0.05
2024-10-30 16:35:00,2024-10-30 16:35:00,SPY,-1,,,,0.05
2024-10-30 16:40:00,2024-10-30 16:40:00,SPY,-1,,,,0.05
2024-10-30 16:45:00,2024-10-30 16:45:00,SPY,-1,,,,0.05
2024-10-30 16:50:00,2024-10-30 16:50:00,SPY,-1,,,,0.05
2024-10-30 16:55:00,2024-10-30 16:55:00,SPY,-1,,,,0.05
2024-10-30 17:25:00,2024-10-30 17:25:00,SPY,-1,,,,0.05
2024-10-30 17:30:00,2024-10-30 17:30:00,SPY,-1,,,,0.05
2024-10-30 17:35:00,2024-10-30 17:35:00,SPY,-1,,,,0.05
2024-10-30 17:40:00,2024-10-30 17:40:00,SPY,-1,,,,0.05
2024-10-30 17:55:00,2024-10-30 17:55:00,SPY,-1,,,,0.05
2024-10-30 19:55:00,2024-10-30 19:55:00,SPY,-1,,,,0.05
2024-10-31 13:30:00,2024-10-31 13:30:00,SPY,-1,,,,0.05
2024-10-31 13:35:00,2024-10-31 13:35:00,SPY,-1,,,,0.05
2024-10-31 13:40:00,2024-10-31 13:40:00,SPY,-1,,,,0.05
2024-10-31 13:45:00,2024-10-31 13:45:00,SPY,-1,,,,0.05
2024-10-31 13:50:00,2024-10-31 13:50:00,SPY,-1,,,,0.05
2024-10-31 13:55:00,2024-10-31 13:55:00,SPY,-1,,,,0.05
2024-10-31 14:00:00,2024-10-31 14:00:00,SPY,-1,,,,0.05
2024-10-31 14:05:00,2024-10-31 14:05:00,SPY,-1,,,,0.05
2024-10-31 14:10:00,2024-10-31 14:10:00,SPY,-1,,,,0.05
